tez_no,yazar,yıl,title,üniversite,tez_türü,konu,tez_detay
483913,ZAHİDE BETÜL GÜNDÜZ,2012,Multipl sklerozda sakkadik göz hareketleri ile elde edilen devinime ilişkin kortikal potansiyeller<br><span style='font-style: italic';>Movement related cortical potentials obtained by saccadic eye movements in multiple sclerosis,Konya Üniversitesi,Tıpta Uzmanlık,Nöroloji = Neurology," onclick=tezDetay('1zfPnrClj9Uf50TEgXaczg','uHX6HJ9GrXDyg8hefq0uvQ')"
